en_name,cn_name
ROM^2 Karaoke Vol. 2 - Nattoku Idol (Japan),ROM²卡拉OK 2 偶像团体 （日版）
ROM^2 Karaoke Vol. 3 - Yappashi Band (Japan),ROM²卡拉OK 3 干练乐队 （日版）
ROM^2 Karaoke Vol. 4 - Choito Otona! (Japan),ROM²卡拉OK 4 稍微成熟一点! （日版）
ROM^2 Karaoke Vol. 5 - Karaoke Maku no Uchi (Japan),ROM²卡拉OK 5 卡拉OK的幕内 （日版）
ROM^2 Karaoke Volume 1 (Japan),ROM²卡拉OK 1 （日版）
ROM^2 Karaoke Volume 1 (Japan) (Alt),ROM²卡拉OK 1 （日版） (Alt)
ROM^2 Karaoke Volume 2 (Japan),ROM²卡拉OK 2 （日版）
ROM^2 Karaoke Volume 3 (Japan),ROM²卡拉OK 3 （日版）
ROM^2 Karaoke Volume 4 (Japan),ROM²卡拉OK 4 （日版）
ROM^2 Karaoke Volume 5 (Japan),ROM²卡拉OK 5 （日版）
Ruin - Kami no Isan (Japan),毁灭 神的遗产 （日版）
"Ryuuko no Ken (Japan) (En,Ja,Es) (Demo)","龙虎之拳 （日版） (En,Ja,Es) （演示版）"
"Ryuuko no Ken (Japan) (En,Ja,Es) (FAAT)","龙虎之拳 （日版） (En,Ja,Es) (FAAT)"
"Ryuuko no Ken (Japan) (En,Ja,Es) (FABT)","龙虎之拳 （日版） (En,Ja,Es) (FABT)"
"Ryuuko no Ken (Japan) (En,Ja,Es) (FACT)","龙虎之拳 （日版） (En,Ja,Es) (FACT)"
Sangokushi - Eiketsu Tenka ni Nozomu (Japan),三国志 英杰传（日版）
Sangokushi III (Japan),三国志3 （日版）
Seirei Senshi Spriggan (Japan),精灵战士 （日版）
Seiryuu Densetsu - Monbit (Japan) (Rev 1),圣龙传说 （日版） （修正版 1）
Seiryuu Densetsu - Monbit (Japan) (Rev 4),圣龙传说 （日版） （修正版 4）
Seisenshi Denshou - Jantaku no Kishi (Japan),圣战士传承 雀卓的骑士 （日版）
Seiya Monogatari - Anearth Fantasy Stories (Japan),圣夜物语 （日版）
Seiya Monogatari - Anearth Fantasy Stories (Japan) (Demo),圣夜物语 （日版） （演示版）
Sengoku Kantou Sangokushi (Japan),战国关东三国志 （日版）
Sexy Idol Mahjong (Japan),性感偶像麻将 （日版）
Sexy Idol Mahjong - Fashion Monogatari (Japan),性感偶像麻将 时尚物语 （日版）
Sexy Idol Mahjong - Yakyuuken no Uta (Japan),性感偶像麻将 野球拳之诗 （日版）
Shadow of the Beast (USA),暗影野兽 （美版）
Shadow of the Beast - Mashou no Okite (Japan),暗影野兽 魔性的绽放 （日版）
Shanghai II (Japan),上海2 （日版）
Shape Shifter (USA),变形人 （美版）
Sherlock Holmes - Consulting Detective (Japan),夏洛克福尔摩斯侦探课程 （日版）
Sherlock Holmes - Consulting Detective (USA),夏洛克福尔摩斯侦探课程 （美版）
Sherlock Holmes - Consulting Detective - Volume 2 (USA),夏洛克福尔摩斯侦探课程2 （美版）
Sherlock Holmes - Consulting Detective Vol. II (Japan),夏洛克福尔摩斯侦探课程2 （日版）
Shin Megami Tensei (Japan),真·女神转生 （日版）
Shin Nihon Pro Wrestling - '94 Battlefield in Tokyo Dome (Japan),新日本摔跤'94战斗场in斗强导梦 （日版）
Shin Onryou Senki (Japan),真怨灵战记 （日版）
Shinsetsu Shiawase Usagi 2 - Kairaku e no Invitation (Japan) (Unl),真说幸福兔2～向快乐的邀请～ （日版） （非官方版）
Shougi Database Kiyuu (Japan),将棋数据库 棋友 （日版）
SimEarth - The Living Planet (Japan),模拟地球 （日版）
SimEarth - The Living Planet (USA),模拟地球 （美版）
Slot Gambler (Japan),老虎机赌徒 （日版）
Snatcher CD-ROMantic (Japan),掠夺者 （日版）
Snatcher CD-ROMantic - Pilot Disk (Japan),掠夺者 Pilot Disk （日版）
Sol Bianca (Japan),太阳之船 （日版）
Sol Moonarge (Japan),ソル・モナージュ （日版）
Solid Force (Japan),固体力量 （日版）
Sorcerian (Japan),七星魔法使 （日版）
Sotsugyou - Graduation (Japan),卒业 （日版）
Sotsugyou - Graduation (Japan) (Rev 1),卒业 （日版） （修正版 1）
Sotsugyou II - Neo Generation (Japan),卒业2 （日版）
Sotsugyou Shashin - Miki (Japan),卒业写真 （日版）
Space Adventure Cobra - Kokuryuuou no Densetsu (Japan),哥普拉 黑龙王的传说 （日版）
Space Adventure Cobra II - Densetsu no Otoko (Japan),哥普拉 传说之男 （日版）
Space Invaders - The Original Game (Japan),太空侵略者 （日版）
Splash Lake (USA),飞溅湖 （美版）
Splash Lake - Ostrich Daibouken (Japan),飞溅湖 奥地利大冒险 （日版）
Spriggan Mark 2 - Re Terraform Project (Japan),精灵战士mark2 （日版）
Star Breaker (Japan),星球破坏者 （日版）
Star Mobile (Japan),移动星星 （日版）
Star Parodier (Japan),星际帕罗战士 （日版）
Startling Odyssey (Japan),惊心动魄的奥德赛 （日版）
Startling Odyssey II - Maryuu Sensou (Japan),惊心动魄的奥德赛2 魔龙战争 （日版）
Startling Odyssey II - Maryuu Sensou (Japan) (Demo),惊心动魄的奥德赛2 魔龙战争 （日版） （演示版）
Steam-Heart's (Japan),蒸汽之心 （日版）
Strider Hiryuu (Japan),出击飞龙 （日版）
"Sugoroku, The '92 - Nari Tore - Nariagari Trendy (Japan)",快速锻炼 92 （日版）
Summer Carnival '92 - Alzadick (Japan),夏夜狂欢92 （日版）
Summer Carnival '93 - NEXZR Special (Japan),夏夜狂欢93 （日版）
Super Air Zonk - Rockabilly-Paradise (USA),超级空中地带-摇滚天堂 （美版）
Super Albatross (Japan),超级信天翁 （日版）
Super CD-ROM^2 Taiken Soft Shuu (Japan),undefined
Super Daisenryaku (Japan),超级大战略 （日版）
Super Darius (Japan),超级大流士 （日版）
Super Darius (Japan) (Alt),超级大流士 （日版） (Alt)
Super Darius II (Japan),超级大流士2 （日版）
Super Mahjong Taikai (Japan),超级麻将大会 （日版）
Super Raiden (Japan),超级雷电 （日版）
Super Real Mahjong P.V Custom (Japan),超真实麻将 P.V （日版）
Super Real Mahjong PII-III Custom (Japan),超真实麻将 PII-III （日版）
Super Real Mahjong PIV Custom (Japan),超真实麻将 PIV （日版）
Super Real Mahjong Special - Miki Kasumi Shouko no Omoide yori (Japan),超真实麻将 特别篇 （日版）
Super Schwarzschild (Japan),超级银河战国列传 （日版）
Super Schwarzschild 2 (Japan),超级银河战国列传2 （日版）
Super-CD-Demo^2 (Japan),undefined
Sword Master (Japan),剑圣 （日版）
SydMead's TerraForming (USA),赛得·米德 仿地成形 （美版）
Sylphia (Japan),希尔菲娅 （日版）
Tadaima Yuusha Boshuu-chuu (Japan),勇者募集中 （日版）
Taiheiki (Japan),太平记 （日版）
Tanjou - Debut (Japan),诞生～Debut～ （日版）
Tecmo World Cup Super Soccer (Japan),Tecmo 超级世界杯 （日版）
Tenchi Muyou! Ryououki (Japan),天地無用！魎皇鬼 （日版）
Tenchi o Kurau (Japan),吞食天地 （日版）
Tengai Makyou - Deden no Kabuki-den (Japan),天外魔境 電々の伝 （日版）
Tenshi no Uta (Japan),天使之诗 （日版）
Tenshi no Uta II - Datenshi no Sentaku (Japan),天使之诗2 坠天使的选择 （日版）
TerraForming (Japan),仿地成形 （日版）
Todd's Adventures in Slime World (Japan),粘土世界 （日版）
Tokimeki Memorial (Japan),心跳回忆 （日版）
Tokimeki Memorial (Japan) (Rev 1),心跳回忆 （日版） （修正版 1）
Tokimeki Memorial (Japan) (Rev 2) (FABT),心跳回忆 （日版） （修正版 2） (FABT)
Tokimeki Memorial (Japan) (Rev 3),心跳回忆 （日版） （修正版 3）
Top o Nerae! GunBuster Vol. 1 (Japan),飞跃巅峰！　ＧｕｎＢｕｓｔｅｒ　Ｖｏｌ．1 （日版）
Top o Nerae! GunBuster Vol. 2 (Japan),飞跃巅峰！　ＧｕｎＢｕｓｔｅｒ　Ｖｏｌ．2 （日版）
Travel Eple (Japan),ＴＲＡＶＥＬ　エプル （日版）
Travellers! Densetsu o Buttobase (Japan),旅行者！臀部的密度 （日版）
"TV Show, The (Japan)",电视表演秀 （日版）
Uchuu Senkan Yamato (Japan),宇宙战舰 大和号 （日版）
Ultra Box 2-gou (Japan),究极盒子2号 （日版）
Ultra Box 3-gou (Japan),究极盒子3号 （日版）
Ultra Box 4-gou (Japan),究极盒子4号 （日版）
Ultra Box 5-gou (Japan),究极盒子5号 （日版）
Ultra Box 6-gou (Japan),究极盒子6号 （日版）
Ultra Box Soukan-gou (Japan),究极盒子创刊号 （日版）
Urusei Yatsura - Stay with You (Japan),福星小子 - stay with you （日版）
Valis II (Japan),梦幻战士2 （日版）
Valis II (Japan) (Alt 1),梦幻战士2 （日版） (Alt 1)
Valis II (Japan) (Alt 2),梦幻战士2 （日版） (Alt 2)
Valis II (USA),梦幻战士2 （美版）
Valis III (Japan),梦幻战士3 （日版）
Valis III (Japan) (Alt),梦幻战士3 （日版） (Alt)
Valis III (USA),梦幻战士3 （美版）
Valis IV (Japan),梦幻战士4 （日版）
Vasteel (Japan),undefined
Vasteel (USA),undefined
Vasteel 2 (Japan),undefined
Virgin Dream (Japan),处女梦 （日版）
"Where in the World Is Carmen Sandiego (Japan) (En,Ja)","卡门圣地亚哥 世界篇 （日版） (En,Ja)"
Winds of Thunder (Japan),神风战机 （日版）
"Wizardry I, II (Japan)",巫术1+2 （日版）
"Wizardry III, IV (Japan)",巫术3+4 （日版）
Wizardry V - Heart of the Maelstrom (Japan),巫术5:漩涡之心 （日版）
Wonder Boy III - Monster Lair (Japan) (Rev 3),神奇男孩3 魔窟 （日版） （修正版 3）
Wonder Boy III - Monster Lair (Japan) (Rev 4),神奇男孩3 魔窟 （日版） （修正版 4）
World Heroes 2 (Japan),世界英雄2 （日版）
World Heroes 2 (Japan) (Demo) (SACS),世界英雄2 （日版） （演示版） (SACS)
Wrestle Angels - Double Impact (Japan),摔角天使 双重冲击 （日版）
Wrestling Universe - Fire Pro Joshi - Dome Choujo Taisen - Zenjo vs. JWP (Japan),搏斗宇宙 憧夢超女大戦　～全女　ｖｓ　ＪＷＰ～ （日版）
Xak (Japan),Xak（日版）
Xak III - The Eternal Recurrence (Japan),Xak III 永恒的重现 （日版）
Yamamura Misa Suspense - Kinsenka Kyouezara Satsujin Jiken (Japan),山村美纱推理游戏 - 金盞花京絵皿殺人事件 （日版）
Yami no Ketsuzoku - Harukanaru Kioku (Japan),黑暗的血族～遥远的记忆 （日版）
YaWaRa! 2 - A Fashionable Judo Girl! (Japan),以柔克刚2 时尚柔道女孩 （日版）
YaWaRa! A Fashionable Judo Girl! (Japan),以柔克刚 时尚柔道女孩 （日版）
Yokoyama Mitsuteru Shin Sangokushi - Tenka wa Ware ni (Japan),橫山光辉三国志 （日版）
Ys Book I & II (USA),伊苏1+2 （美版）
Ys I & II (Japan),伊苏1+2 （日版）
Ys I & II (Japan) (Alt),伊苏1+2 （日版） (Alt)
Ys III (Japan),伊苏3 （日版）
Ys III - Wanderers from Ys (USA),伊苏3 来自伊苏的漂泊者 （美版）
Ys IV - The Dawn of Ys (Japan) (Rev 3),伊苏4:伊苏国的黎明 （日版） （修正版 3）
Ys IV - The Dawn of Ys (Japan) (Rev 4),伊苏4:伊苏国的黎明 （日版） （修正版 4）
Yuu Yuu Hakusho - Yami Shoubu!! Ankoku Bujutsu-kai (Japan),幽游白书 （日版）
Zan - Kagerou no Toki (Japan),斩-炎阳之时代 （日版）
Zero 4 Champ II (Japan),房车大赛2 （日版）
Zero Wing (Japan),零翼战机 （日版）
