en_name,cn_name
Chavez II (USA) (Es),查尔斯拳击2(美)
"Chessmaster, The (Europe)",西洋棋大师(欧)
"Chessmaster, The (Japan)",西洋棋大师(欧)
"Chessmaster, The (USA)",西洋棋大师(欧)
Chester Cheetah - Too Cool to Fool (USA),起司豹(美)
Chester Cheetah - Wild Wild Quest (USA) (Beta),起司豹2(美)(测试版)
Chester Cheetah - Wild Wild Quest (USA),起司豹2(美)(测试版)
Chibi Maruko-chan - Harikiri 365-nichi no Maki (Japan),樱桃小丸子-365天日记
Chibi Maruko-chan - Mezase! Minami no Island!! (Japan) (Sample),小丸子-南国岛游乐(日)
Chibi Maruko-chan - Mezase! Minami no Island!! (Japan),小丸子-南国岛游乐(日)
Chinhai (Japan),陈牌(日)
Choplifter III (Europe),超级直升机3欧版
Choplifter III - Rescue-Survive (Japan) (En),超级直升机3
Choplifter III - Rescue-Survive (USA) (Beta),超级直升机3
Choplifter III - Rescue-Survive (USA),超级直升机3
Chou Aniki - Bakuretsu Rantou Hen (Japan),超兄贵-爆裂乱斗篇(日)
Chou Gojira - Super Godzilla (Japan) (Rev 1),超级哥斯拉
Chou Gojira - Super Godzilla (Japan),超级哥斯拉
Chou Mahou Tairiku Wozz (Japan),超魔法大陆-沃茲(日)
Chou Makai Taisen! Dorabocchan (Japan) (Beta) (,nan
Chou Makai Taisen! Dorabocchan (Japan),超魔界大战
Chou Makaimura (Japan),超魔界村
Choujikuu Yousai Macross - Scrambled Valkyrie (Japan) (En),超时空要塞(日)
Choukou Gasshin Xardion (Japan),超攻合神
Chrono Trigger (Japan) (Sample),超时空之轮(日)(样品)
Chrono Trigger (Japan),超时空之轮(日)(样品)
Chrono Trigger (USA),超时空之轮(日)(样品)
Chuck Rock (Europe),呆呆原始人(欧)
Chuck Rock (USA) (Beta),呆呆原始人(欧)
Chuck Rock (USA),呆呆原始人(欧)
Circuit USA (Japan) (En),美国巡迴赛车(日)
Civilization - Sekai Shichi Daibunmei (Japan),文明帝国(日)
Classic Road (Japan),文明帝国(日)
Classic Road II (Japan),文明帝国2(日)
Clay Fighter (Europe),变种格斗(美)
Clay Fighter (USA),变种格斗(美)
Clay Fighter - Tournament Edition (USA),变种格斗TE(美)
Clay Fighter 2 - Judgment Clay (Europe),变种格斗2(美)
Clay Fighter 2 - Judgment Clay (USA),变种格斗2(美)
Claymates (Europe),自由变形人(欧)
Claymates (USA) (Sample),自由变形人(欧)
Claymates (USA),自由变形人(欧)
Cliffhanger (Europe),颠峰战士(美)
Cliffhanger (USA),颠峰战士(美)
Clock Tower (Japan) (Beta),时钟塔/钟楼惊魂计(日)
Clock Tower (Japan),时钟塔/钟楼惊魂计(日)
Clockwerx (Japan),时钟职人
Clue (USA),生活大富翁(美)
College Football USA 97 (USA),大学橄榄球赛97美版
College Slam (USA),大学篮球(美)
Columns (Japan) (NP),宝石方块(日)(NP)
"Combatribes, The (Japan)",庞克勇士(日)
"Combatribes, The (USA)",庞克勇士(日)
Computer Nouryoku Kaiseki - Ultra Baken (Japan),脑力分析必胜马券(日)
Congo - The Movie - Secret of Zinj (USA) (Proto),nan
Congo's Caper (Europe),刚果小子(欧)
Congo's Caper (USA),刚果小子(欧)
Contra III - The Alien Wars (USA) (Beta),魂斗罗3(美)
Contra III - The Alien Wars (USA),魂斗罗3(美)
Contra IV - The Alien Wars (USA) (Beta),nan
Contra Spirits (Japan) (Demo),魂斗罗(日)
Contra Spirits (Japan),魂斗罗(日)
Controller Test Cassette (Japan),nan
Conveni Wars Barcode Battler Senki - Super Senshi Shutsugeki seyo! (Japan),条码战记
Cool Spot (Europe),酷小子(欧)
Cool Spot (Japan),酷小子(欧)
Cool Spot (USA) (Beta),酷小子(欧)
Cool Spot (USA),酷小子(欧)
Cool World (Europe),酷世界(美)
Cool World (USA),酷世界(美)
Corn Buster (Europe) (Proto),nan
Coron Land (Japan),可龙岛(日)
Cosmo Gang - The Puzzle (Japan),外星大眼生物方块(日)
Cosmo Gang - The Video (Japan),外星大眼小蜜蜂
Cosmo Police Galivan II - Arrow of Justice (Japan),外星特警2(日)
Crayon Shin-chan - Arashi o Yobu Enji (Japan),蜡笔小新-幼稚园风云儿
Crayon Shin-chan 2 - Daimaou no Gyakushuu (Japan),蜡笔小新2-大魔王反攻(日)
Crystal Beans from Dungeon Explorer (Japan),晶沙之城堡探险
Cu-On-Pa SFC (Japan),酷昂八(日)
CutThroat Island (Europe),割喉岛(欧)
CutThroat Island (USA),割喉岛(欧)
Cyber Knight (Japan),资讯骑士(日)
